movieid,businesstext
2371602,"BT: USD 17,000,000

CP: Copyright © MCMLXXXIV by Paramount Pictures Corporation

GR: USD 67,458,579 (USA) (29 July 1984)
GR: USD 69,685,529 (USA) (22 July 1984)
GR: USD 67,458,579 (USA) (15 July 1984)
GR: USD 64,378,143 (USA) (8 July 1984)
GR: USD 59,739,432 (USA) (1 July 1984)
GR: USD 54,248,925 (USA) (24 June 1984)
GR: USD 45,915,986 (USA) (17 June 1984)
GR: USD 34,851,993 (USA) (10 June 1984)
GR: USD 16,673,229 (USA) (3 June 1984)
GR: USD 76,471,046 (USA)
GR: USD 1,696,000 (UK)
GR: USD 87,000,000 (Worldwide)
GR: USD 1,252,665 (Germany)

OW: USD 16,673,229 (USA) (3 June 1984)

RT: USD 39,000,000 (USA)
RT: USD 48,000,000 (Worldwide)

SD: 15 August 1983 - 20 October 1983

WG: USD 887,880 (USA) (29 July 1984) (551 screens)
WG: USD 1,249,119 (USA) (22 July 1984) (711 screens)
WG: USD 1,800,411 (USA) (15 July 1984) (884 screens)
WG: USD 2,601,086 (USA) (8 July 1984)
WG: USD 3,101,663 (USA) (1 July 1984)
WG: USD 4,802,493 (USA) (24 June 1984)
WG: USD 6,637,229 (USA) (17 June 1984)
WG: USD 9,622,080 (USA) (10 June 1984)
WG: USD 16,673,229 (USA) (3 June 1984)"
2371603,"BT: USD 25,000,000

CP: Copyright © MCMLXXXVI by Paramount Pictures Corporation

GR: USD 67,931,249 (USA) (28 December 1986)
GR: USD 54,371,457 (USA) (21 December 1986)
GR: USD 46,573,341 (USA) (14 December 1986)
GR: USD 38,938,152 (USA) (7 December 1986)
GR: USD 25,402,366 (USA) (30 November 1986)
GR: USD 109,713,132 (USA)
GR: GBP 2,685,654 (UK)
GR: USD 133,000,000 (Worldwide)

OW: USD 16,881,888 (USA) (30 November 1986)

RT: USD 56,820,000 (USA)
RT: USD 98,000,000 (Worldwide)

SD: 24 February 1986 - 5 May 1986

WG: USD 9,157,161 (USA) (28 December 1986)
WG: USD 5,809,960 (USA) (21 December 1986)
WG: USD 5,062,450 (USA) (14 December 1986)
WG: USD 8,833,818 (USA) (7 December 1986)
WG: USD 16,881,888 (USA) (30 November 1986)"
2371610,"BT: USD 27,800,000

CP: Copyright © MCMLXXXIX by Paramount Pictures Corporation

GR: USD 52,210,049 (USA)
GR: USD 70,210,000 (Worldwide)

OW: USD 17,300,000 (USA)

RT: USD 27,035,500 (USA)
RT: USD 37,000,000 (Worldwide)

SD: 11 October 1988 - 28 December 1988"
2371611,"BT: USD 30,000,000

CP: TM & Copyright © MCMXCI by Paramount Pictures Corporation

GR: USD 74,888,996 (USA)
GR: USD 94,000,000 (Worldwide)
GR: AUD 1,811,440 (Australia) (1992)

RT: USD 36,000,000 (USA)
RT: USD 60,000,000 (Worldwide)

SD: 16 April 1991 - 2 July 1991"
2371648,"AD: 2,300,316 (Germany) (26 January 1997)
AD: 2,069,829 (Germany) (12 January 1997)
AD: 1,408,363 (Germany) (29 December 1996)
AD: 169,039 (Netherlands) (31 December 1998)
AD: 168,998 (Netherlands) (1 January 1998)
AD: 26,873 (Portugal) (13 March 1997)
AD: 17,126 (Portugal) (6 March 1997)

BT: USD 45,000,000

CP: Paramount Pictures Corporation

GR: USD 92,001,027 (USA) (30 March 1997)
GR: USD 91,968,563 (USA) (16 March 1997)
GR: USD 91,898,902 (USA) (9 March 1997)
GR: USD 91,798,391 (USA) (2 March 1997)
GR: USD 91,658,242 (USA) (23 February 1997)
GR: USD 91,438,883 (USA) (17 February 1997)
GR: USD 91,103,043 (USA) (9 February 1997)
GR: USD 91,033,490 (USA) (2 February 1997)
GR: USD 90,891,850 (USA) (26 January 1997)
GR: USD 90,147,619 (USA) (12 January 1997)
GR: USD 89,128,389 (USA) (5 January 1997)
GR: USD 85,122,152 (USA) (29 December 1996)
GR: USD 80,389,431 (USA) (22 December 1996)
GR: USD 76,721,064 (USA) (15 December 1996)
GR: USD 71,146,315 (USA) (8 December 1996)
GR: USD 60,850,689 (USA) (1 December 1996)
GR: USD 30,716,131 (USA) (24 November 1996)
GR: GBP 8,735,340 (UK) (19 January 1997)
GR: USD 150,000,000 (Worldwide)
GR: DEM 16,133,103 (Germany)
GR: ITL 1,312,380,000 (Italy) (2 March 1997)
GR: ITL 1,071,052,000 (Italy) (23 February 1997)
GR: ITL 524,472,000 (Italy) (16 February 1997)

OW: USD 30,716,131 (USA) (24 November 1996) (2,812 screens)

RT: USD 40,491,880 (USA)
RT: USD 115,000,000 (Worldwide)

SD: 8 April 1996 - 2 July 1996"
2371651,"BT: USD 35,000,000

CP: Copyright © 1994 Paramount Pictures Corporation (on print)

GR: USD 75,668,868 (USA)
GR: GBP 7,340,239 (UK) (19 March 1995)
GR: GBP 4,232,932 (UK) (19 February 1995)
GR: USD 120,000,000 (Worldwide)

OW: USD 23,100,000 (USA)

RT: USD 35,700,000 (USA)
RT: USD 80,000,000 (Worldwide)

SD: 24 March 1994 - 9 June 1994"
2371654,"AD: 2,354,744 (Germany) (7 February 1999)
AD: 2,298,081 (Germany) (31 January 1999)
AD: 2,201,189 (Germany) (24 January 1999)
AD: 1,610,475 (Germany) (10 January 1999)
AD: 825,741 (Germany) (3 January 1998) (opening week)
AD: 105,840 (Netherlands) (31 December 1999)
AD: 187,216 (Spain) (30 June 2001)

BT: USD 58,000,000

CP: Paramount Pictures Corporation

GR: USD 70,117,571 (USA) (28 March 1999)
GR: USD 70,118,044 (USA) (21 March 1999)
GR: USD 69,941,576 (USA) (14 March 1999)
GR: USD 69,567,327 (USA) (7 March 1999)
GR: USD 68,958,778 (USA) (28 February 1999)
GR: USD 68,353,018 (USA) (21 February 1999)
GR: USD 68,154,206 (USA) (14 February 1999)
GR: USD 67,743,792 (USA) (7 February 1999)
GR: USD 67,191,128 (USA) (31 January 1999)
GR: USD 66,408,775 (USA) (24 January 1999)
GR: USD 65,381,579 (USA) (17 January 1999)
GR: USD 63,021,996 (USA) (10 January 1999)
GR: USD 58,644,099 (USA) (3 January 1999)
GR: USD 47,734,318 (USA) (27 December 1998)
GR: USD 35,647,981 (USA) (20 December 1998)
GR: USD 22,052,836 (USA) (13 December 1998)
GR: GBP 7,429,398 (UK) (14 February 1999)
GR: GBP 7,329,331 (UK) (7 February 1999)
GR: GBP 7,112,270 (UK) (31 January 1999)
GR: GBP 6,695,048 (UK) (24 January 1999)
GR: GBP 5,977,838 (UK) (17 January 1999)
GR: GBP 4,857,705 (UK) (10 January 1999)
GR: GBP 2,706,800 (UK) (3 January 1999)
GR: USD 119,000,000 (Worldwide)
GR: ESP 118,320,817 (Spain) (30 June 2001)

OW: USD 22,052,836 (USA) (13 December 1998) (2,620 screens)
OW: GBP 2,706,800 (UK) (3 January 1999) (408 screens)

RT: USD 37,200,000 (USA)
RT: USD 75,000,000 (Worldwide)

SD: 31 March 1998 - 2 July 1998

WG: USD 4,748,716 (USA) (3 January 1999) (2,516 screens)
WG: USD 7,304,179 (USA) (27 December 1998) (2,677 screens)
WG: USD 8,310,203 (USA) (20 December 1998) (2,649 screens)
WG: USD 22,052,836 (USA) (13 December 1998) (2,620 screens)
WG: GBP 58,849 (UK) (14 February 1999) (113 screens)
WG: GBP 114,580 (UK) (7 February 1999) (169 screens)
WG: GBP 243,440 (UK) (31 January 1999) (241 screens)
WG: GBP 423,985 (UK) (24 January 1999) (334 screens)
WG: GBP 682,199 (UK) (17 January 1999) (400 screens)
WG: GBP 1,132,823 (UK) (10 January 1999) (409 screens)
WG: GBP 2,706,800 (UK) (3 January 1999) (408 screens)"
2371692,"BT: USD 35,000,000

CP: Copyright © MCMLXXIX by Century Associates

GR: USD 39,658,976 (USA) (23 December 1979)
GR: USD 24,289,369 (USA) (16 December 1979)
GR: USD 11,926,421 (USA) (9 December 1979)
GR: USD 82,258,456 (USA)
GR: USD 7,400,405 (UK)
GR: USD 139,000,000 (Worldwide) (26 July 2012)
GR: USD 139,000,000 (Worldwide)

OW: USD 11,926,421 (USA) (9 December 1979) (857 screens)

RT: USD 56,000,000 (USA)
RT: USD 79,000,000 (Worldwide)

SD: 7 August 1978 - 26 January 1979

WG: USD 12,075,000 (USA) (23 December 1979) (1 screen)
WG: USD 7,215,484 (USA) (16 December 1979) (857 screens)
WG: USD 11,926,421 (USA) (9 December 1979) (857 screens)"
2371705,"BT: USD 11,000,000

CP: Copyright © MCMLXXXII by Paramount Pictures Corporation

GR: USD 78,633,541 (USA) (17 October 1982)
GR: USD 78,286,635 (USA) (10 October 1982)
GR: USD 77,899,943 (USA) (3 October 1982)
GR: USD 77,429,039 (USA) (26 September 1982)
GR: USD 76,764,452 (USA) (19 September 1982)
GR: USD 76,112,497 (USA) (12 September 1982)
GR: USD 75,207,582 (USA) (6 September 1982)
GR: USD 74,315,012 (USA) (29 August 1982)
GR: USD 73,160,218 (USA) (22 August 1982)
GR: USD 72,162,280 (USA) (15 August 1982)
GR: USD 70,569,881 (USA) (8 August 1982)
GR: USD 69,087,488 (USA) (1 August 1982)
GR: USD 66,876,358 (USA) (25 July 1982)
GR: USD 64,494,039 (USA) (18 July 1982)
GR: USD 61,133,473 (USA) (11 July 1982)
GR: USD 57,725,957 (USA) (5 July 1982)
GR: USD 50,075,734 (USA) (27 June 1982)
GR: USD 42,117,952 (USA) (20 June 1982)
GR: USD 31,028,226 (USA) (13 June 1982)
GR: USD 14,347,221 (USA) (6 June 1982)
GR: USD 78,912,963 (USA)
GR: USD 2,323,800 (UK)
GR: USD 97,000,000 (Worldwide)

OW: USD 14,347,221 (USA) (6 June 1982) (1,621 screens)

RT: USD 40,000,000 (USA)
RT: USD 72,000,000 (Worldwide)

SD: 11 November 1981 - 28 January 1982

WG: USD 210,682 (USA) (17 October 1982) (204 screens)
WG: USD 204,336 (USA) (10 October 1982) (193 screens)
WG: USD 271,486 (USA) (3 October 1982) (226 screens)
WG: USD 416,995 (USA) (26 September 1982) (305 screens)
WG: USD 405,621 (USA) (19 September 1982) (300 screens)
WG: USD 448,741 (USA) (12 September 1982) (296 screens)
WG: USD 750,182 (USA) (6 September 1982) (337 screens)
WG: USD 679,531 (USA) (29 August 1982) (370 screens)
WG: USD 660,374 (USA) (22 August 1982) (390 screens)
WG: USD 695,543 (USA) (15 August 1982) (423 screens)
WG: USD 1,142,407 (USA) (8 August 1982) (593 screens)
WG: USD 1,309,277 (USA) (1 August 1982) (655 screens)
WG: USD 1,587,957 (USA) (25 July 1982) (658 screens)
WG: USD 2,027,805 (USA) (18 July 1982) (762 screens)
WG: USD 2,767,243 (USA) (11 July 1982)
WG: USD 4,524,623 (USA) (5 July 1982)
WG: USD 4,546,175 (USA) (27 June 1982)
WG: USD 6,231,736 (USA) (20 June 1982)
WG: USD 9,406,638 (USA) (13 June 1982)
WG: USD 14,347,221 (USA) (6 June 1982)"
2371726,"AD: 397,584 (Finland)
AD: 1,619,532 (France) (22 April 1997) (reissue)
AD: 1,118,614 (France) (25 March 1997) (reissue)
AD: 169,944 (France) (18 March 1997) (opening week) (reissue)
AD: 25,050 (France) (12 March 1997) (opening day) (reissue)
AD: 6,414,000 (France)
AD: 1,795,614 (France) (reissue)
AD: 1,062,125 (France) (original release)
AD: 2,087,944 (Germany) (28 April 1997) (special edition)
AD: 1,937,423 (Germany) (14 April 1997) (special edition)
AD: 1,735,931 (Germany) (8 April 1997) (special edition)
AD: 1,365,025 (Germany) (2 April 1997) (special edition)
AD: 660,539 (Germany) (23 March 1997) (special edition)
AD: 85,115 (Portugal) (10 April 1997) (reissue)
AD: 72,119 (Portugal) (3 April 1997) (reissue)
AD: 47,908 (Portugal) (27 March 1997) (reissue)
AD: 6,900,868 (Spain) (13 July 2001)
AD: 6,130,171 (Spain) (20 March 1997)
AD: 5,595,857 (Spain) (1 July 1986)
AD: 534,314 (Spain) (1986) (re-release version to date)
AD: 5,595,857 (Spain) (1977) (release version to date)
AD: 770,542 (Spain) (special edition to date)
AD: 609,000 (Sweden)
AD: 240,583 (Sweden) (reissue)

BT: USD 11,000,000

CP: Twentieth Century-Fox Film Corporation (original version); Lucasfilm Ltd. (special edition)
CP: Twentieth Century-Fox Film Corporation; 5 June 1977; LP47760 (in copyright registry)

GR: USD 460,935,665 (USA) (4 May 1997) (re-issue)
GR: USD 460,841,468 (USA) (27 April 1997) (re-issue)
GR: USD 460,517,975 (USA) (20 April 1997) (re-issue)
GR: USD 459,923,376 (USA) (13 April 1997) (re-issue)
GR: USD 459,095,451 (USA) (6 April 1997) (re-issue)
GR: USD 458,838,909 (USA) (30 March 1997) (re-issue)
GR: USD 458,275,556 (USA) (23 March 1997) (re-issue)
GR: USD 456,754,545 (USA) (16 March 1997) (re-issue)
GR: USD 453,311,456 (USA) (9 March 1997) (re-issue)
GR: USD 447,821,935 (USA) (2 March 1997) (re-issue)
GR: USD 438,692,889 (USA) (23 February 1997) (re-issue)
GR: USD 421,371,522 (USA) (17 February 1997) (re-issue)
GR: USD 393,498,671 (USA) (9 February 1997) (re-issue)
GR: USD 35,906,661 (USA) (2 February 1997) (re-issue)
GR: USD 260,421,049 (USA) (20 August 1978)
GR: USD 234,629,663 (USA) (23 July 1978)
GR: USD 215,537,332 (USA) (16 April 1978)
GR: USD 214,745,822 (USA) (9 April 1978)
GR: USD 213,706,458 (USA) (2 April 1978)
GR: USD 211,463,812 (USA) (12 March 1978)
GR: USD 207,054,654 (USA) (5 February 1978)
GR: USD 195,666,111 (USA) (18 December 1977)
GR: USD 194,427,140 (USA) (11 December 1977)
GR: USD 192,899,264 (USA) (4 December 1977)
GR: USD 190,762,521 (USA) (27 November 1977)
GR: USD 186,924,661 (USA) (20 November 1977)
GR: USD 184,397,772 (USA) (13 November 1977)
GR: USD 181,289,965 (USA) (6 November 1977)
GR: USD 177,811,345 (USA) (30 October 1977)
GR: USD 174,518,466 (USA) (28 October 1977)
GR: USD 133,727,463 (USA) (5 September 1977)
GR: USD 122,576,055 (USA) (28 August 1977)
GR: USD 113,031,275 (USA) (21 August 1977)
GR: USD 102,267,928 (USA) (14 August 1977)
GR: USD 90,284,705 (USA) (7 August 1977)
GR: USD 77,323,425 (USA) (31 July 1977)
GR: USD 65,887,563 (USA) (24 July 1977)
GR: USD 53,777,851 (USA) (17 July 1977)
GR: USD 42,129,994 (USA) (10 July 1977)
GR: USD 32,157,349 (USA) (4 July 1977)
GR: USD 20,514,376 (USA) (26 June 1977)
GR: USD 12,943,513 (USA) (19 June 1977)
GR: USD 2,048,249 (USA) (30 May 1977)
GR: USD 322,740,140 (USA)
GR: GBP 20,242,539 (UK) (13 April 1997)
GR: GBP 9,464,720 (UK) (6 April 1997)
GR: GBP 6,032,329 (UK) (23 March 1997)
GR: USD 190,762,521 (UK) (27 November 1977)
GR: USD 775,398,007 (Worldwide) (25 November 2011)
GR: ITL 4,411,816,000 (Italy) (20 April 1997) (re-issue)
GR: ITL 4,156,018,000 (Italy) (13 April 1997) (re-issue)
GR: ITL 3,715,716,000 (Italy) (6 April 1997) (re-issue)
GR: ITL 2,841,486,000 (Italy) (30 March 1997) (re-issue)
GR: ITL 2,159,677,000 (Italy) (27 March 1997) (re-issue)
GR: USD 6,774,999 (Japan) (3 July 1997)
GR: USD 5,651,361 (Japan) (26 June 1997)
GR: USD 4,325,494 (Japan) (19 June 1997)
GR: USD 2,877,732 (Japan) (12 June 1997)
GR: USD 1,406,769 (Japan) (6 June 1997)
GR: ESP 1,366,116,825 (Spain) (13 July 2001) (re-issue)
GR: ESP 919,963,908 (Spain) (20 March 1997)
GR: ESP 446,056,042 (Spain) (special edition)
GR: SEK 10,143,000 (Sweden)

OW: USD 35,906,661 (USA) (2 February 1997) (2104 screens)
OW: USD 1,406,769 (Japan) (5 June 1997) (16 screens)

PD: January 1973 - 30 April 1977

RT: USD 270,918,000 (USA)
RT: USD 779,900,000 (Worldwide)

SD: 22 March 1976 - 16 July 1976
SD: 11 January 1977 - 11 January 1977 (reshoots)

WG: USD 35,906,661 (USA) (2 February 1997) (2 screens)
WG: USD 602,039 (USA) (16 April 1978) (103 screens)
WG: USD 790,452 (USA) (9 April 1978) (104 screens)
WG: USD 622,291 (USA) (12 March 1978) (130 screens)
WG: USD 817,290 (USA) (5 February 1978) (174 screens)
WG: USD 844,662 (USA) (18 December 1977) (414 screens)
WG: USD 1,152,953 (USA) (11 December 1977) (485 screens)
WG: USD 1,152,953 (USA) (4 December 1977) (561 screens)
WG: USD 1,949,157 (USA) (20 November 1977) (605 screens)
WG: USD 2,269,052 (USA) (13 November 1977) (642 screens)
WG: USD 2,626,914 (USA) (6 November 1977) (665 screens)
WG: USD 3,292,879 (USA) (30 October 1977) (739 screens)
WG: USD 2,891,000 (USA) (23 October 1977) (675 screens)
WG: USD 7,737,847 (USA) (5 September 1977) (915 screens)
WG: USD 5,239,535 (USA) (28 August 1977) (1 screen)
WG: USD 5,908,751 (USA) (21 August 1977) (1 screen)
WG: USD 6,705,755 (USA) (14 August 1977) (1 screen)
WG: USD 6,234,376 (USA) (31 July 1977) (950 screens)
WG: USD 7,000,644 (USA) (24 July 1977) (843 screens)
WG: USD 6,806,951 (USA) (17 July 1977) (757 screens)
WG: USD 6,197,462 (USA) (10 July 1977) (589 screens)
WG: USD 7,452,980 (USA) (4 July 1977) (452 screens)
WG: USD 4,885,463 (USA) (26 June 1977) (360 screens)
WG: USD 2,788,281 (USA) (19 June 1977) (157 screens)
WG: USD 1,554,475 (USA) (30 May 1977) (43 screens)
WG: USD 1,123,638 (Japan) (3 July 1997) (19 screens)
WG: USD 1,325,867 (Japan) (26 June 1997) (20 screens)
WG: USD 1,447,762 (Japan) (19 June 1997) (20 screens)
WG: USD 1,470,963 (Japan) (12 June 1997) (20 screens)
WG: USD 1,406,769 (Japan) (5 June 1997) (16 screens)"
2371778,"AD: 84,732,943 (USA)
AD: 11,996,907 (UK)
AD: 219,575 (Finland) (19 August 1999)
AD: 7,215,713 (France) (18 January 2000)
AD: 1,467,363 (France) (4 January 2000)
AD: 7,200,132 (France) (4 January 2000)
AD: 1,449,070 (France) (21 December 1999)
AD: 7,111,699 (France) (21 December 1999)
AD: 1,440,481 (France) (14 December 1999)
AD: 7,063,449 (France) (14 December 1999)
AD: 1,428,602 (France) (7 December 1999)
AD: 7,002,077 (France) (7 December 1999)
AD: 1,410,284 (France) (30 November 1999)
AD: 6,904,696 (France) (30 November 1999)
AD: 1,377,735 (France) (23 November 1999)
AD: 6,739,614 (France) (23 November 1999)
AD: 6,478,629 (France) (16 November 1999)
AD: 5,918,722 (France) (9 November 1999)
AD: 1,033,363 (France) (2 November 1999)
AD: 4,966,885 (France) (2 November 1999)
AD: 3,767,420 (France) (26 October 1999)
AD: 787,983 (France) (26 October 1999)
AD: 2,257,203 (France) (19 October 1999)
AD: 470,141 (France) (19 October 1999) (opening week)
AD: 91,222 (France) (13 October 1999) (opening day)
AD: 7,959,887 (Germany) (31 December 1999)
AD: 8,067,000 (Germany)
AD: 981,983 (Netherlands) (31 December 2000)
AD: 964,348 (Netherlands) (31 December 1999)
AD: 6,086,263 (Spain) (31 December 2000)
AD: 6,013,589 (Spain) (31 December 1999)
AD: 807,362 (Sweden) (30 December 1999)
AD: 798,109 (Sweden) (25 November 1999)
AD: 759,481 (Sweden) (28 October 1999)
AD: 672,216 (Sweden) (30 September 1999)
AD: 256,221 (Sweden) (26 August 1999)
AD: 179,951 (Sweden) (22 August 1999)
AD: 55,250 (Sweden) (19 August 1999) (c. 100 screens)

BT: USD 115,000,000

CP: Lucasfilm Ltd.

GR: USD 43,456,382 (USA) (27 May 2012)
GR: USD 43,455,916 (USA) (20 May 2012)
GR: USD 43,453,656 (USA) (13 May 2012)
GR: USD 43,446,087 (USA) (6 May 2012)
GR: USD 43,430,964 (USA) (29 April 2012)
GR: USD 43,402,101 (USA) (22 April 2012)
GR: USD 43,369,478 (USA) (15 April 2012)
GR: USD 43,320,411 (USA) (8 April 2012)
GR: USD 43,220,185 (USA) (25 March 2012)
GR: USD 43,114,713 (USA) (18 March 2012)
GR: USD 42,845,754 (USA) (11 March 2012)
GR: USD 42,218,779 (USA) (4 March 2012)
GR: USD 40,444,585 (USA) (26 February 2012)
GR: USD 35,793,910 (USA) (19 February 2012)
GR: USD 22,469,932 (USA) (12 February 2012)
GR: USD 431,065,444 (USA) (30 January 2000)
GR: USD 430,984,033 (USA) (23 January 2000)
GR: USD 430,898,608 (USA) (16 January 2000)
GR: USD 430,727,381 (USA) (9 January 2000)
GR: USD 430,443,350 (USA) (2 January 2000)
GR: USD 429,984,994 (USA) (26 December 1999)
GR: USD 429,002,763 (USA) (5 December 1999)
GR: USD 427,607,869 (USA) (31 October 1999)
GR: USD 427,285,100 (USA) (24 October 1999)
GR: USD 426,818,051 (USA) (17 October 1999)
GR: USD 426,141,814 (USA) (10 October 1999)
GR: USD 425,360,285 (USA) (3 October 1999)
GR: USD 424,399,730 (USA) (26 September 1999)
GR: USD 423,299,088 (USA) (19 September 1999)
GR: USD 422,252,998 (USA) (12 September 1999)
GR: USD 421,381,756 (USA) (5 September 1999)
GR: USD 419,423,967 (USA) (29 August 1999)
GR: USD 417,800,897 (USA) (22 August 1999)
GR: USD 415,645,312 (USA) (15 August 1999)
GR: USD 412,775,151 (USA) (8 August 1999)
GR: USD 408,597,032 (USA) (1 August 1999)
GR: USD 402,770,726 (USA) (25 July 1999)
GR: USD 395,201,250 (USA) (18 July 1999)
GR: USD 385,184,373 (USA) (11 July 1999)
GR: USD 373,166,970 (USA) (4 July 1999)
GR: USD 351,669,681 (USA) (27 June 1999)
GR: USD 328,072,869 (USA) (20 June 1999)
GR: USD 296,964,911 (USA) (13 June 1999)
GR: USD 255,758,124 (USA) (6 June 1999)
GR: USD 207,099,058 (USA) (30 May 1999)
GR: USD 105,661,237 (USA) (23 May 1999)
GR: GBP 50,734,924 (UK) (14 November 1999)
GR: GBP 50,681,936 (UK) (7 November 1999)
GR: GBP 50,610,780 (UK) (31 October 1999)
GR: GBP 50,329,399 (UK) (24 October 1999)
GR: GBP 50,125,806 (UK) (17 October 1999)
GR: GBP 49,897,971 (UK) (10 October 1999)
GR: GBP 49,590,528 (UK) (3 October 1999)
GR: GBP 49,179,010 (UK) (26 September 1999)
GR: GBP 48,663,561 (UK) (19 September 1999)
GR: GBP 47,950,799 (UK) (12 September 1999)
GR: GBP 47,077,290 (UK) (5 September 1999)
GR: GBP 45,375,620 (UK) (29 August 1999)
GR: GBP 42,883,404 (UK) (22 August 1999)
GR: GBP 39,371,255 (UK) (15 August 1999)
GR: GBP 34,447,401 (UK) (8 August 1999)
GR: GBP 27,936,851 (UK) (1 August 1999)
GR: GBP 20,571,053 (UK) (25 July 1999)
GR: GBP 9,512,295 (UK) (18 July 1999)
GR: USD 506,618,295 (Worldwide) (25 February 2012)
GR: AUD 38,800,000 (Australia)
GR: FIM 8,811,515 (Finland) (19 August 1999)
GR: EUR 5,928,187 (Netherlands)
GR: PHP 92,518,148 (Philippines) (19 February 2012)
GR: PHP 91,357,007 (Philippines) (12 February 2012)
GR: PHP 87,922,576 (Philippines) (13 June 2005)
GR: SGD 3,365,553 (Singapore) (18 August 1999)
GR: SGD 3,359,437 (Singapore) (11 August 1999)
GR: SGD 1,300,353 (Singapore) (6 June 1999)
GR: SEK 59,548,985 (Sweden) (30 December 1999)
GR: SEK 58,856,389 (Sweden) (25 November 1999)
GR: SEK 56,140,421 (Sweden) (28 October 1999)
GR: SEK 49,893,545 (Sweden) (30 September 1999)
GR: SEK 19,094,204 (Sweden) (26 August 1999)

OW: USD 22,469,932 (USA) (12 February 2012) (2,655 screens)

RT: USD 403,100,000 (Worldwide)

SD: 26 June 1997 - 30 September 1997

WG: USD 250 (USA) (27 May 2012) (1 screen)
WG: USD 293 (USA) (20 May 2012) (1 screen)
WG: USD 4,464 (USA) (13 May 2012) (12 screens)
WG: USD 6,978 (USA) (6 May 2012) (17 screens)
WG: USD 19,660 (USA) (29 April 2012) (27 screens)
WG: USD 23,815 (USA) (22 April 2012) (32 screens)
WG: USD 26,927 (USA) (15 April 2012) (33 screens)
WG: USD 37,341 (USA) (8 April 2012) (45 screens)
WG: USD 48,722 (USA) (25 March 2012) (74 screens)
WG: USD 144,472 (USA) (18 March 2012) (156 screens)
WG: USD 341,581 (USA) (11 March 2012) (258 screens)
WG: USD 1,100,446 (USA) (4 March 2012) (731 screens)
WG: USD 3,174,955 (USA) (26 February 2012) (1,618 screens)
WG: USD 7,966,431 (USA) (19 February 2012) (2,655 screens)
WG: USD 22,469,932 (USA) (12 February 2012) (2,655 screens)
WG: USD 57,510 (USA) (30 January 2000) (103 screens)
WG: USD 65,165 (USA) (23 January 2000) (117 screens)
WG: USD 3,420,720 (USA) (1 August 1999) (1,628 screens)
WG: USD 4,197,100 (USA) (25 July 1999) (1,615 screens)
WG: USD 5,647,641 (USA) (18 July 1999) (1,850 screens)
WG: USD 7,491,397 (USA) (11 July 1999) (2,447 screens)
WG: USD 13,291,659 (USA) (4 July 1999) (2,628 screens)
WG: USD 14,111,919 (USA) (27 June 1999) (3,126 screens)
WG: USD 18,859,021 (USA) (20 June 1999) (3,019 screens)
WG: USD 25,632,861 (USA) (13 June 1999) (3,024 screens)
WG: USD 32,891,653 (USA) (6 June 1999) (3,024 screens)
WG: USD 66,904,298 (USA) (30 May 1999) (3,023 screens)
WG: USD 64,810,970 (USA) (23 May 1999) (2,970 screens)
WG: GBP 44,854 (UK) (14 November 1999) (142 screens)
WG: GBP 50,684 (UK) (7 November 1999) (155 screens)
WG: GBP 98,943 (UK) (31 October 1999) (208 screens)
WG: GBP 132,749 (UK) (24 October 1999) (245 screens)
WG: GBP 160,764 (UK) (17 October 1999) (255 screens)
WG: GBP 226,135 (UK) (10 October 1999) (291 screens)
WG: GBP 304,987 (UK) (3 October 1999) (335 screens)
WG: GBP 352,729 (UK) (26 September 1999) (350 screens)
WG: GBP 496,967 (UK) (19 September 1999) (360 screens)
WG: GBP 494,105 (UK) (12 September 1999) (383 screens)
WG: GBP 678,759 (UK) (5 September 1999) (422 screens)
WG: GBP 1,036,037 (UK) (29 August 1999) (437 screens)
WG: GBP 1,420,885 (UK) (22 August 1999) (484 screens)
WG: GBP 2,312,687 (UK) (15 August 1999) (484 screens)
WG: GBP 3,153,693 (UK) (8 August 1999) (468 screens)
WG: GBP 3,129,648 (UK) (1 August 1999) (465 screens)
WG: GBP 5,104,514 (UK) (25 July 1999) (464 screens)
WG: GBP 9,512,295 (UK) (18 July 1999) (460 screens)
WG: PHP 371,477 (Philippines) (19 February 2012) (47 screens)
WG: PHP 3,434,431 (Philippines) (12 February 2012) (52 screens)"
