movieid,businesstext
2290129,"AD: 243,445 (Sweden)

BT: USD 63,000,000

GR: USD 53,715,611 (USA) (18 September 1988)
GR: USD 53,693,407 (USA) (11 September 1988)
GR: USD 53,668,183 (USA) (5 September 1988)
GR: USD 53,630,055 (USA) (28 August 1988)
GR: USD 53,593,129 (USA) (21 August 1988)
GR: USD 53,496,856 (USA) (14 August 1988)
GR: USD 53,377,574 (USA) (7 August 1988)
GR: USD 53,177,694 (USA) (31 July 1988)
GR: USD 52,825,988 (USA) (24 July 1988)
GR: USD 52,291,449 (USA) (17 July 1988)
GR: USD 50,557,449 (USA) (10 July 1988)
GR: USD 49,293,739 (USA) (4 July 1988)
GR: USD 47,116,095 (USA) (26 June 1988)
GR: USD 44,043,695 (USA) (19 June 1988)
GR: USD 39,491,869 (USA) (12 June 1988)
GR: USD 32,328,865 (USA) (5 June 1988)
GR: USD 21,207,353 (USA) (30 May 1988)
GR: USD 53,715,611 (USA)
GR: GBP 1,932,302 (UK) (20 October 1988)
GR: GBP 1,927,567 (UK) (13 October 1988)
GR: GBP 1,918,957 (UK) (6 October 1988)
GR: GBP 1,898,723 (UK) (29 September 1988)
GR: GBP 1,851,891 (UK) (22 September 1988)
GR: GBP 1,743,340 (UK) (15 September 1988)
GR: GBP 1,485,460 (UK) (8 September 1988)
GR: GBP 968,494 (UK) (1 September 1988)
GR: USD 3,261,464 (UK)
GR: USD 189,015,611 (Worldwide)
GR: USD 135,300,000 (Worldwide) (except USA)
GR: USD 10,538,325 (Germany)
GR: SEK 10,558,330 (Sweden)
GR: DEM 19,767,651 (West Germany) (14 September 1988)
GR: DEM 18,808,039 (West Germany) (7 September 1988)
GR: DEM 17,787,505 (West Germany) (31 August 1988)
GR: DEM 16,641,882 (West Germany) (24 August 1988)
GR: DEM 15,167,689 (West Germany) (17 August 1988)
GR: DEM 13,236,575 (West Germany) (10 August 1988)
GR: DEM 10,766,364 (West Germany) (3 August 1988)
GR: DEM 6,685,239 (West Germany) (27 July 1988)

OW: USD 16,745,418 (USA) (30 May 1988)
OW: GBP 968,494 (UK) (1 September 1988) (330 screens)
OW: GBP 551,189 (UK) (28 August 1988) (330 screens)
OW: DEM 6,685,239 (West Germany) (27 July 1988) (382 screens)

PD: 30 August 1987 - 22 December 1987

RT: USD 28,509,000 (USA)

SD: 30 August 1987 - 22 December 1987

WG: USD 19,204 (USA) (18 September 1988) (38 screens)
WG: USD 19,244 (USA) (11 September 1988) (41 screens)
WG: USD 30,628 (USA) (5 September 1988) (40 screens)
WG: USD 16,926 (USA) (28 August 1988) (60 screens)
WG: USD 55,473 (USA) (21 August 1988) (78 screens)
WG: USD 79,282 (USA) (14 August 1988) (98 screens)
WG: USD 130,880 (USA) (7 August 1988) (160 screens)
WG: USD 226,706 (USA) (31 July 1988) (284 screens)
WG: USD 336,539 (USA) (24 July 1988) (388 screens)
WG: USD 534,290 (USA) (17 July 1988) (552 screens)
WG: USD 853,710 (USA) (10 July 1988) (731 screens)
WG: USD 1,555,284 (USA) (4 July 1988)
WG: USD 2,028,400 (USA) (26 June 1988)
WG: USD 2,745,356 (USA) (19 June 1988)
WG: USD 4,275,269 (USA) (12 June 1988)
WG: USD 7,694,474 (USA) (5 June 1988)
WG: USD 16,745,418 (USA) (30 May 1988)
WG: GBP 4,735 (UK) (20 October 1988) (10 screens)
WG: GBP 8,610 (UK) (13 October 1988) (35 screens)
WG: GBP 20,234 (UK) (6 October 1988) (50 screens)
WG: GBP 46,832 (UK) (29 September 1988) (80 screens)
WG: GBP 108,551 (UK) (22 September 1988) (73 screens)
WG: GBP 257,880 (UK) (15 September 1988) (168 screens)
WG: GBP 516,966 (UK) (8 September 1988) (322 screens)
WG: GBP 968,494 (UK) (1 September 1988) (330 screens)
WG: DEM 959,612 (West Germany) (14 September 1988) (152 screens)
WG: DEM 1,020,534 (West Germany) (7 September 1988) (250 screens)
WG: DEM 1,145,623 (West Germany) (31 August 1988) (352 screens)
WG: DEM 1,474,193 (West Germany) (24 August 1988) (379 screens)
WG: DEM 1,931,114 (West Germany) (17 August 1988) (379 screens)
WG: DEM 2,470,211 (West Germany) (10 August 1988) (379 screens)
WG: DEM 4,081,125 (West Germany) (3 August 1988) (382 screens)
WG: DEM 6,685,239 (West Germany) (27 July 1988) (382 screens)"
2290136,"AD: 710,810 (Sweden)

BT: USD 44,000,000

GR: USD 150,415,432 (USA) (27 October 1985)
GR: USD 150,221,114 (USA) (20 October 1985)
GR: USD 150,008,214 (USA) (14 October 1985)
GR: USD 149,789,392 (USA) (6 October 1985)
GR: USD 147,603,096 (USA) (15 September 1985)
GR: USD 146,529,544 (USA) (8 September 1985)
GR: USD 145,810,737 (USA) (2 September 1985)
GR: USD 149,335,506 (USA) (25 August 1985)
GR: USD 144,094,973 (USA) (25 August 1985)
GR: USD 148,712,210 (USA) (18 August 1985)
GR: USD 125,301,195 (USA) (18 August 1985)
GR: USD 142,416,504 (USA) (11 August 1985)
GR: USD 138,276,829 (USA) (4 August 1985)
GR: USD 134,910,164 (USA) (28 July 1985)
GR: USD 130,453,947 (USA) (21 July 1985)
GR: USD 125,301,195 (USA) (14 July 1985)
GR: USD 118,333,488 (USA) (7 July 1985)
GR: USD 107,890,996 (USA) (30 June 1985)
GR: USD 96,899,362 (USA) (23 June 1985)
GR: USD 84,953,870 (USA) (16 June 1985)
GR: USD 70,406,949 (USA) (9 June 1985)
GR: USD 53,721,418 (USA) (2 June 1985)
GR: USD 32,548,262 (USA) (27 May 1985)
GR: USD 150,415,432 (USA)
GR: GBP 1,085,000 (UK) (1 September 1985)
GR: GBP 6,394,000 (UK)
GR: USD 300,400,432 (Worldwide)
GR: USD 149,985,000 (Worldwide) (except USA)
GR: AUD 1,163,547 (Australia) (25 July 1985)
GR: USD 5,555,777 (Australia)
GR: USD 16,207,953 (Germany)
GR: SEK 24,930,643 (Sweden)

OW: USD 25,520,843 (USA) (27 May 1985)
OW: GBP 1,085,000 (UK) (1 September 1985) (322 screens)
OW: AUD 1,163,547 (Australia) (25 July 1985) (57 screens)

RT: USD 78,919,000 (USA)

SD: June 1984 - August 1984

WG: USD 136,959 (USA) (27 October 1985) (213 screens)
WG: USD 172,900 (USA) (20 October 1985) (257 screens)
WG: USD 189,981 (USA) (13 October 1985) (303 screens)
WG: USD 302,212 (USA) (6 October 1985) (356 screens)
WG: USD 330,220 (USA) (29 September 1985) (441 screens)
WG: USD 841,114 (USA) (22 September 1985) (820 screens)
WG: USD 873,947 (USA) (15 September 1985) (780 screens)
WG: USD 517,806 (USA) (8 September 1985) (446 screens)
WG: USD 1,241,951 (USA) (2 September 1985) (672 screens)
WG: USD 1,104,317 (USA) (25 August 1985) (647 screens)
WG: USD 1,042,479 (USA) (18 August 1985) (597 screens)
WG: USD 1,505,762 (USA) (11 August 1985) (853 screens)
WG: USD 2,155,710 (USA) (4 August 1985)
WG: USD 2,883,075 (USA) (28 July 1985)
WG: USD 3,350,298 (USA) (21 July 1985)
WG: USD 4,337,520 (USA) (14 July 1985)
WG: USD 6,428,108 (USA) (7 July 1985)
WG: USD 6,957,496 (USA) (30 June 1985)
WG: USD 7,281,106 (USA) (23 June 1985)
WG: USD 9,162,153 (USA) (16 June 1985)
WG: USD 10,228,608 (USA) (9 June 1985)
WG: USD 14,810,543 (USA) (2 June 1985)
WG: USD 25,520,843 (USA) (27 May 1985)
WG: GBP 1,085,000 (UK) (1 September 1985) (322 screens)
WG: AUD 1,163,547 (Australia) (25 July 1985) (57 screens)"
2290316,"AD: 211,148 (Germany)
AD: 73,778 (Sweden)

BT: USD 11,500,000

CP: C 1985 Herald Ace Inc., Nippon Herald Films Inc. and Greenwich Film Production S.A. (on print)

GR: USD 116,872 (USA) (19 September 2010)
GR: USD 116,250 (USA) (12 September 2010)
GR: USD 113,948 (USA) (5 September 2010)
GR: USD 111,132 (USA) (29 August 2010)
GR: USD 109,963 (USA) (22 August 2010)
GR: USD 107,320 (USA) (15 August 2010)
GR: USD 82,240 (USA) (6 June 2010)
GR: USD 73,644 (USA) (23 May 2010)
GR: USD 69,611 (USA) (9 May 2010)
GR: USD 64,549 (USA) (18 April 2010)
GR: USD 59,814 (USA) (11 April 2010)
GR: USD 55,211 (USA) (28 March 2010)
GR: USD 48,938 (USA) (21 March 2010)
GR: USD 42,393 (USA) (7 March 2010)
GR: USD 10,245 (USA) (7 February 2010)
GR: USD 337,112 (USA) (8 April 2001)
GR: USD 334,616 (USA) (25 March 2001)
GR: USD 332,687 (USA) (11 March 2001)
GR: USD 329,944 (USA) (25 February 2001)
GR: USD 324,619 (USA) (28 January 2001)
GR: USD 319,104 (USA) (14 January 2001)
GR: USD 313,109 (USA) (7 January 2001)
GR: USD 310,998 (USA) (1 January 2001)
GR: USD 309,081 (USA) (25 December 2000)
GR: USD 304,272 (USA) (17 December 2000)
GR: USD 295,285 (USA) (10 December 2000)
GR: USD 280,680 (USA) (3 December 2000)
GR: USD 260,096 (USA) (19 November 2000)
GR: USD 253,669 (USA) (12 November 2000)
GR: USD 241,187 (USA) (5 November 2000)
GR: USD 233,180 (USA) (29 October 2000)
GR: USD 229,010 (USA) (22 October 2000)
GR: USD 216,979 (USA) (8 October 2000)
GR: USD 190,822 (USA) (1 October 2000)
GR: USD 166,682 (USA) (24 September 2000)
GR: USD 106,815 (USA) (3 September 2000)
GR: USD 75,061 (USA) (27 August 2000)
GR: USD 25,552 (USA) (20 August 2000)
GR: USD 5,070 (USA) (4 July 2000)
GR: USD 2,132,974 (USA) (2 February 1986)
GR: USD 1,836,893 (USA) (26 January 1986)
GR: USD 1,560,982 (USA) (20 January 1986)
GR: USD 1,239,401 (USA) (12 January 1986)
GR: USD 859,811 (USA) (5 January 1986)
GR: USD 389,777 (USA) (29 December 1985)
GR: USD 90,000 (USA) (22 December 1985)
GR: USD 1,075,758 (Germany)
GR: SEK 3,689,467 (Sweden)

OW: USD 10,245 (USA) (7 February 2010) (2 screens)
OW: USD 90,000 (USA) (22 December 1985) (15 screens)

SD: June 1984 - February 1985

WG: USD 209 (USA) (19 September 2010) (1 screen)
WG: USD 1,130 (USA) (12 September 2010) (2 screens)
WG: USD 2,816 (USA) (5 September 2010) (1 screen)
WG: USD 1,169 (USA) (29 August 2010) (1 screen)
WG: USD 2,643 (USA) (22 August 2010) (1 screen)
WG: USD 5,580 (USA) (15 August 2010) (1 screen)
WG: USD 6,336 (USA) (6 June 2010) (2 screens)
WG: USD 1,626 (USA) (23 May 2010) (1 screen)
WG: USD 1,795 (USA) (9 May 2010) (1 screen)
WG: USD 2,870 (USA) (18 April 2010) (2 screens)
WG: USD 2,150 (USA) (11 April 2010) (1 screen)
WG: USD 4,291 (USA) (28 March 2010) (1 screen)
WG: USD 1,975 (USA) (21 March 2010) (1 screen)
WG: USD 4,861 (USA) (7 March 2010) (1 screen)
WG: USD 10,245 (USA) (7 February 2010) (2 screens)
WG: USD 1,550 (USA) (8 April 2001) (1 screen)
WG: USD 1,434 (USA) (25 March 2001) (1 screen)
WG: USD 853 (USA) (11 March 2001) (1 screen)
WG: USD 1,548 (USA) (25 February 2001) (2 screens)
WG: USD 1,412 (USA) (28 January 2001) (1 screen)
WG: USD 5,273 (USA) (14 January 2001) (2 screens)
WG: USD 975 (USA) (7 January 2001) (1 screen)
WG: USD 1,917 (USA) (1 January 2001) (1 screen)
WG: USD 3,377 (USA) (25 December 2000) (2 screens)
WG: USD 5,728 (USA) (17 December 2000) (3 screens)
WG: USD 1,291 (USA) (10 December 2000) (1 screen)
WG: USD 15,958 (USA) (3 December 2000) (5 screens)
WG: USD 1,198 (USA) (19 November 2000) (1 screen)
WG: USD 9,083 (USA) (12 November 2000) (2 screens)
WG: USD 6,700 (USA) (5 November 2000) (1 screen)
WG: USD 1,211 (USA) (29 October 2000) (1 screen)
WG: USD 4,350 (USA) (22 October 2000) (2 screens)
WG: USD 5,628 (USA) (8 October 2000) (2 screens)
WG: USD 20,086 (USA) (1 October 2000) (2 screens)
WG: USD 11,044 (USA) (24 September 2000) (3 screens)
WG: USD 17,563 (USA) (3 September 2000) (2 screens)
WG: USD 21,100 (USA) (27 August 2000) (3 screens)
WG: USD 25,552 (USA) (20 August 2000) (3 screens)
WG: USD 3,567 (USA) (2 July 2000) (1 screen)
WG: USD 212,057 (USA) (2 February 1986) (30 screens)
WG: USD 187,532 (USA) (26 January 1986) (26 screens)
WG: USD 242,152 (USA) (20 January 1986) (18 screens)
WG: USD 247,534 (USA) (12 January 1986) (18 screens)
WG: USD 245,020 (USA) (5 January 1986) (18 screens)
WG: USD 222,525 (USA) (29 December 1985) (17 screens)
WG: USD 90,000 (USA) (22 December 1985) (15 screens)"
2290489,"AD: 517,532 (Germany)
AD: 49,108 (Netherlands) (31 December 2000)
AD: 46,890 (Netherlands) (31 December 1999)

BT: USD 64,000,000

CP: © 1999 Global Entertainment Productions GmbH & Co. Medien KG

GR: USD 31,054,924 (USA) (21 November 1999)
GR: USD 30,980,221 (USA) (14 November 1999)
GR: USD 30,652,845 (USA) (7 November 1999)
GR: USD 29,504,936 (USA) (31 October 1999)
GR: USD 27,181,534 (USA) (24 October 1999)
GR: USD 22,553,661 (USA) (17 October 1999)
GR: USD 13,012,585 (USA) (10 October 1999)
GR: GBP 683,867 (UK) (5 December 1999)
GR: GBP 575,967 (UK) (28 November 1999)
GR: GBP 308,367 (UK) (21 November 1999)
GR: SGD 155,586 (Singapore) (26 January 2000)

OW: USD 13,012,585 (USA) (10 October 1999) (2,697 screens)
OW: GBP 308,367 (UK) (21 November 1999) (237 screens)

SD: September 1998 - February 1999

WG: USD 5,651,420 (USA) (17 October 1999) (2,697 screens)
WG: USD 13,012,585 (USA) (10 October 1999) (2,697 screens)
WG: GBP 38,974 (UK) (5 December 1999) (86 screens)
WG: GBP 124,380 (UK) (28 November 1999) (209 screens)
WG: GBP 308,367 (UK) (21 November 1999) (237 screens)"
2290562,"GR: USD 1,810,145 (USA) (8 October 2000)
GR: USD 1,794,343 (USA) (1 October 2000)
GR: USD 1,778,958 (USA) (24 September 2000)
GR: USD 1,747,686 (USA) (17 September 2000)
GR: USD 1,720,133 (USA) (10 September 2000)
GR: USD 1,696,839 (USA) (3 September 2000)
GR: USD 1,674,908 (USA) (27 August 2000)
GR: USD 1,655,488 (USA) (20 August 2000)
GR: USD 1,623,719 (USA) (13 August 2000)
GR: USD 1,585,457 (USA) (6 August 2000)
GR: USD 1,536,194 (USA) (30 July 2000)
GR: USD 1,480,841 (USA) (23 July 2000)
GR: USD 1,426,742 (USA) (16 July 2000)
GR: USD 1,362,695 (USA) (9 July 2000)
GR: USD 1,297,184 (USA) (4 July 2000)
GR: USD 1,191,606 (USA) (25 June 2000)
GR: USD 1,084,943 (USA) (18 June 2000)
GR: USD 950,977 (USA) (11 June 2000)
GR: USD 808,453 (USA) (4 June 2000)
GR: USD 714,442 (USA) (28 May 2000)
GR: USD 638,601 (USA) (21 May 2000)
GR: USD 579,190 (USA) (14 May 2000)
GR: USD 502,356 (USA) (7 May 2000)
GR: USD 419,607 (USA) (30 April 2000)
GR: USD 329,426 (USA) (23 April 2000)
GR: USD 226,069 (USA) (16 April 2000)
GR: USD 118,853 (USA) (9 April 2000)
GR: USD 28,144 (USA) (2 April 2000)

OW: USD 28,144 (USA) (2 April 2000) (5 screens)

WG: USD 6,973 (USA) (8 October 2000) (10 screens)
WG: USD 8,984 (USA) (1 October 2000) (11 screens)
WG: USD 13,981 (USA) (24 September 2000) (12 screens)
WG: USD 17,972 (USA) (17 September 2000) (14 screens)
WG: USD 17,358 (USA) (10 September 2000) (10 screens)
WG: USD 15,001 (USA) (3 September 2000) (11 screens)
WG: USD 13,772 (USA) (27 August 2000) (13 screens)
WG: USD 19,519 (USA) (20 August 2000) (23 screens)
WG: USD 24,856 (USA) (13 August 2000) (24 screens)
WG: USD 28,033 (USA) (6 August 2000) (20 screens)
WG: USD 34,303 (USA) (30 July 2000) (22 screens)
WG: USD 31,280 (USA) (23 July 2000) (23 screens)
WG: USD 39,128 (USA) (16 July 2000) (31 screens)
WG: USD 45,432 (USA) (9 July 2000) (31 screens)
WG: USD 53,675 (USA) (2 July 2000) (33 screens)
WG: USD 65,548 (USA) (25 June 2000) (29 screens)
WG: USD 87,155 (USA) (18 June 2000) (32 screens)
WG: USD 103,972 (USA) (11 June 2000) (31 screens)
WG: USD 82,848 (USA) (4 June 2000) (30 screens)
WG: USD 57,765 (USA) (28 May 2000) (24 screens)
WG: USD 38,345 (USA) (21 May 2000) (24 screens)
WG: USD 51,506 (USA) (14 May 2000) (26 screens)
WG: USD 60,652 (USA) (7 May 2000) (30 screens)
WG: USD 62,064 (USA) (30 April 2000) (20 screens)
WG: USD 74,081 (USA) (23 April 2000) (19 screens)
WG: USD 78,021 (USA) (16 April 2000) (18 screens)
WG: USD 77,328 (USA) (9 April 2000) (13 screens)
WG: USD 28,144 (USA) (2 April 2000) (5 screens)"
2290793,"AD: 1,909,970 (France) (25 February 1997)
AD: 682,241 (France) (28 January 1997)
AD: 2,270,127 (Germany) (26 January 1997)
AD: 1,472,237 (Germany) (12 January 1997)
AD: 591,446 (Netherlands) (1 January 1998)
AD: 329,508 (Portugal) (27 March 1997)
AD: 320,870 (Portugal) (20 March 1997)
AD: 313,295 (Portugal) (13 March 1997)
AD: 301,791 (Portugal) (6 March 1997)
AD: 286,817 (Portugal) (27 February 1997)
AD: 254,497 (Portugal) (20 February 1997)
AD: 111,517 (Portugal) (6 February 1997)

BT: USD 80,000,000

GR: USD 136,448,821 (USA) (13 April 1997)
GR: USD 136,385,379 (USA) (6 April 1997)
GR: USD 136,263,611 (USA) (30 March 1997)
GR: USD 136,100,978 (USA) (23 March 1997)
GR: USD 135,867,430 (USA) (16 March 1997)
GR: USD 135,490,454 (USA) (9 March 1997)
GR: USD 134,974,141 (USA) (2 March 1997)
GR: USD 134,324,609 (USA) (23 February 1997)
GR: USD 133,504,875 (USA) (17 February 1997)
GR: USD 132,611,345 (USA) (9 February 1997)
GR: USD 132,440,990 (USA) (2 February 1997)
GR: USD 132,107,319 (USA) (26 January 1997)
GR: USD 130,725,764 (USA) (12 January 1997)
GR: USD 129,137,746 (USA) (5 January 1997)
GR: USD 124,641,941 (USA) (29 December 1996)
GR: USD 120,335,313 (USA) (22 December 1996)
GR: USD 117,504,943 (USA) (15 December 1996)
GR: USD 112,913,186 (USA) (8 December 1996)
GR: USD 105,093,059 (USA) (1 December 1996)
GR: USD 85,745,878 (USA) (24 November 1996)
GR: USD 67,143,873 (USA) (17 November 1996)
GR: USD 34,216,088 (USA) (10 November 1996)
GR: GBP 20,417,081 (UK) (6 April 1997)
GR: GBP 19,913,872 (UK) (23 March 1997)
GR: GBP 18,743,394 (UK) (10 March 1997)
GR: GBP 17,532,434 (UK) (1 March 1997)
GR: ITL 7,971,552,000 (Italy) (23 February 1997)
GR: ITL 7,832,955,000 (Italy) (16 February 1997)
GR: ITL 6,942,377,000 (Italy) (2 February 1997)

OW: USD 34,216,088 (USA) (10 November 1996) (2,676 screens)

RT: USD 71,309,701 (USA)
RT: USD 76,275,568 (Worldwide) (except USA)

SD: 10 January 1996 - 10 May 1996"
2291903,"AD: 661 (Netherlands) (31 December 1999)

BT: USD 12,000,000

GR: USD 2,060,953 (USA) (2 May 1999)
GR: USD 2,057,166 (USA) (25 April 1999)
GR: USD 2,051,186 (USA) (18 April 1999)
GR: USD 2,043,216 (USA) (11 April 1999)
GR: USD 2,011,612 (USA) (4 April 1999)
GR: USD 1,850,935 (USA) (28 March 1999)
GR: USD 1,040,727 (USA) (21 March 1999)
GR: GBP 146,298 (UK) (12 September 1999)

OW: USD 1,040,727 (USA) (21 March 1999) (1,040 screens)
OW: GBP 146,298 (UK) (12 September 1999) (127 screens)

SD: 2 February 1998 - ?

WG: GBP 146,298 (UK) (12 September 1999) (127 screens)"
2292109,"CP: ©1986 Shiuli Ltd"
2292470,"BT: USD 900,000

CP: Re-Animator Productions, Inc. / PA-293-304

GR: USD 1,861,026 (USA) (3 November 1985)
GR: USD 1,345,521 (USA) (27 October 1985)
GR: USD 543,728 (USA) (20 October 1985)
GR: USD 2,023,414 (USA)

OW: USD 543,728 (USA) (20 October 1985) (129 screens)

WG: USD 308,645 (USA) (3 November 1985) (154 screens)
WG: USD 620,580 (USA) (27 October 1985) (185 screens)"
2292610,"CP: © 1997, Universal City Studios, inc.

GR: USD 4,960 (USA) (25 October 1998)
GR: USD 3,317 (USA) (18 October 1998)

OW: USD 3,317 (USA) (18 October 1998) (3 screens)"
2292773,"BT: USD 24,000,000

GR: USD 12,372,410 (USA) (21 May 2000)
GR: USD 12,270,132 (USA) (14 May 2000)
GR: USD 12,128,634 (USA) (7 May 2000)
GR: USD 11,961,782 (USA) (30 April 2000)
GR: USD 11,308,097 (USA) (23 April 2000)
GR: USD 9,093,168 (USA) (16 April 2000)
GR: USD 5,257,778 (USA) (9 April 2000)

OW: USD 5,257,778 (USA) (9 April 2000) (2,585 screens)

SD: August 1999 - December 1999

WG: USD 57,010 (USA) (21 May 2000) (219 screens)
WG: USD 116,971 (USA) (14 May 2000) (379 screens)
WG: USD 97,990 (USA) (7 May 2000) (205 screens)
WG: USD 272,662 (USA) (30 April 2000) (611 screens)
WG: USD 994,671 (USA) (23 April 2000) (1,672 screens)
WG: USD 2,685,718 (USA) (16 April 2000) (2,585 screens)
WG: USD 5,257,778 (USA) (9 April 2000) (2,585 screens)"
2292920,"GR: USD 12,952,019 (USA) (1985)

PD: 1984 - 1985

SD: November 1984 - ?"
2293200,"CP: Universal City Studios, Inc.

GR: USD 20,982,557 (USA)"
2293416,"AD: 528,076 (Spain)

BT: USD 1,000,000

CP: Copyright 2001 Universal Studios (DVD)
CP: Copyright MCMLIV by Patron, Inc. (on print); Patron, Inc.; 1 September 1954; LP3992 (in copyright registry)
CP: © Renewed 1982 Samuel Taylor & Patricia Hitchcock O'Connell.

GR: USD 1,559,601 (USA) (16 April 2000)
GR: USD 1,520,776 (USA) (9 April 2000)
GR: USD 1,484,057 (USA) (2 April 2000)
GR: USD 1,421,650 (USA) (26 March 2000)
GR: USD 1,323,029 (USA) (19 March 2000)
GR: USD 1,186,709 (USA) (12 March 2000)
GR: USD 1,032,712 (USA) (5 March 2000)
GR: USD 844,714 (USA) (27 February 2000)
GR: USD 646,324 (USA) (20 February 2000)
GR: USD 396,940 (USA) (13 February 2000)
GR: USD 201,827 (USA) (6 February 2000)
GR: USD 69,318 (USA) (30 January 2000)
GR: USD 15,172 (USA) (23 January 2000)
GR: USD 4,605,766 (USA) (2 January 1984)
GR: USD 4,245,652 (USA) (26 December 1983)
GR: USD 4,107,652 (USA) (18 December 1983)
GR: USD 4,002,350 (USA) (11 December 1983)
GR: USD 3,728,652 (USA) (4 December 1983)
GR: USD 3,282,652 (USA) (27 November 1983)
GR: USD 2,899,373 (USA) (20 November 1983)
GR: USD 2,441,205 (USA) (13 November 1983)
GR: USD 2,007,831 (USA) (6 November 1983)
GR: USD 1,600,652 (USA) (30 October 1983)
GR: USD 1,279,844 (USA) (23 October 1983)
GR: USD 906,417 (USA) (16 October 1983)
GR: USD 585,652 (USA) (9 October 1983)
GR: USD 234,258 (USA) (2 October 1983)
GR: USD 9,084,420 (USA) (1983)
GR: USD 30,000,000 (Worldwide) (January 1998)

OW: USD 15,172 (USA) (23 January 2000) (1 screen) (reissue)
OW: USD 234,258 (USA) (2 October 1983) (21 screens)

RT: USD 5,200,000 (USA)

SD: 29 November 1953 - 14 January 1954

WG: USD 28,763 (USA) (16 April 2000) (33 screens)
WG: USD 25,339 (USA) (9 April 2000) (26 screens)
WG: USD 32,115 (USA) (2 April 2000) (32 screens)
WG: USD 65,879 (USA) (26 March 2000) (39 screens)
WG: USD 89,405 (USA) (19 March 2000) (37 screens)
WG: USD 105,989 (USA) (12 March 2000) (27 screens)
WG: USD 132,792 (USA) (5 March 2000) (24 screens)
WG: USD 132,130 (USA) (27 February 2000) (22 screens)
WG: USD 197,393 (USA) (20 February 2000) (18 screens)
WG: USD 134,990 (USA) (13 February 2000) (17 screens)
WG: USD 109,293 (USA) (6 February 2000) (15 screens)
WG: USD 42,793 (USA) (30 January 2000) (3 screens)
WG: USD 15,172 (USA) (23 January 2000) (1 screen)
WG: USD 249,318 (USA) (2 January 1984) (57 screens)
WG: USD 129,600 (USA) (26 December 1983) (45 screens)
WG: USD 78,000 (USA) (18 December 1983) (42 screens)
WG: USD 148,486 (USA) (11 December 1983) (81 screens)
WG: USD 230,000 (USA) (4 December 1983) (93 screens)
WG: USD 321,971 (USA) (27 November 1983) (78 screens)
WG: USD 270,774 (USA) (20 November 1983) (108 screens)
WG: USD 356,183 (USA) (13 November 1983) (54 screens)
WG: USD 309,350 (USA) (6 November 1983) (46 screens)
WG: USD 217,000 (USA) (30 October 1983) (27 screens)
WG: USD 261,170 (USA) (23 October 1983) (34 screens)
WG: USD 247,099 (USA) (16 October 1983) (21 screens)
WG: USD 230,000 (USA) (10 October 1983) (16 screens)
WG: USD 234,258 (USA) (2 October 1983) (21 screens)"
2293483,"SD: 18 January 1971 - 28 February 1971"
2293500,"BT: USD 1,288,000

CP: Copyright MCMXL by Selznick International Pictures, Inc. (on print); Selznick International Pictures, Inc.; 16 April 1940; LP9550 (in copyright registry)

GR: GBP 26,957 (UK) (20 August 2006) (re-release)
GR: GBP 19,049 (UK) (30 July 2006) (re-release)
GR: GBP 17,433 (UK) (23 July 2006) (re-release)
GR: GBP 12,552 (UK) (9 July 2006) (re-release)
GR: GBP 1,462 (UK) (2 July 2006) (re-release)

RT: USD 1,500,000 (USA)

SD: 8 September 1939 - 20 November 1939 (retakes December 1939 - ?)"
2293587,"BT: USD 1,500,000

CP: Warner Bros. Pictures Inc.; 29 October 1955; LP7249 (in copyright registry)

RT: USD 4,600,000 (USA)

SD: 28 March 1955 - 25 May 1955"
2293915,"GR: USD 103,351 (USA)"
2294497,"AD: 61,894 (Netherlands) (31 December 1998)

GR: USD 22,415,440 (USA) (19 January 1998)
GR: USD 22,363,118 (USA) (11 January 1998)
GR: USD 22,282,785 (USA) (4 January 1998)
GR: USD 22,177,335 (USA) (28 December 1997)
GR: USD 22,117,942 (USA) (21 December 1997)
GR: USD 21,995,026 (USA) (14 December 1997)
GR: USD 21,776,339 (USA) (7 December 1997)
GR: USD 21,437,442 (USA) (30 November 1997)
GR: USD 20,838,639 (USA) (23 November 1997)
GR: USD 19,195,587 (USA) (16 November 1997)
GR: USD 14,742,758 (USA) (9 November 1997)
GR: USD 7,403,362 (USA) (2 November 1997)
GR: GBP 512,876 (UK) (21 June 1998)
GR: GBP 404,698 (UK) (14 June 1998)
GR: GBP 200,350 (UK) (7 June 1998)
GR: USD 612,335 (Worldwide) (25 January 1998) (except USA)

OW: USD 7,403,362 (USA) (2 November 1997) (2,244 screens)
OW: GBP 200,350 (UK) (7 June 1998) (186 screens)

PD: 17 March 1997 - 4 July 1997

WG: GBP 42,324 (UK) (21 June 1998) (107 screens)
WG: GBP 98,306 (UK) (14 June 1998) (165 screens)
WG: GBP 200,350 (UK) (7 June 1998) (186 screens)"
